text,category
My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,contactless_not_working
"I needed some cash while abroad, and I'm pretty sure the wrong exchange rate was applied.",wrong_exchange_rate_for_cash_withdrawal
Is the top-up amount unlimited?,top_up_limits
There should be a cash withdrawal that I haven't seen yet.,pending_cash_withdrawal
Is my card payment reverted?,reverted_card_payment?
"I hate this ATM, it charged me an extra fee, Why did it charge?",cash_withdrawal_charge
I think there has been a mistake with my transfer,declined_transfer
"Hi, My card is getting declined continuously when i am trying to top-up. Request you to look into this issue or tell me any other alternatives.",top_up_failed
Are there any limit on the auto top-up?,automatic_top_up
I received my salary in the wrong currency. How do I change this?,receiving_money
My wallet was taken and I see that someone is using my card!   Please help me!,cash_withdrawal_not_recognised
How is my money transferred to the account,transfer_into_account
I was wondering if international transfers take longer than normal because I made a transfer from France a couple of days ago and nothing has happened yet?,balance_not_updated_after_bank_transfer
Why won't my card work anymore?,card_not_working
Where do my funds originate from?,verify_source_of_funds
You promised no fees but now I've got one. What the hell!?,card_payment_fee_charged
I goofed up and used the wrong account.  Please help.,cancel_transfer
"My card will expire soon, When do I need to order a new one?",card_about_to_expire
How much is ok for me to top up with?,top_up_limits
I happened to forget my passcode,passcode_forgotten
"Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
I need several cards per day. And I need to be able to throw away all of the cards I make.,disposable_card_limits
Someone mugged my and stole everything.  I can't use the app.  What should I do?,lost_or_stolen_phone
Can you show me where to link the new card?,card_linking
I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take?,pending_transfer
What steps do I have to take to activate my card?,activate_my_card
What age do you have to be to open an account?,age_limit
A Bank ATM did not give my card back. What do I do now?,card_swallowed
My card payment didn't go through.,declined_card_payment
"i tried using a virtual card for a hotel but it didn't work, why not",disposable_card_limits
how do i dispute a payment I didnt make,card_payment_not_recognised
My card payment has been cancelled,reverted_card_payment?
I did not get the right amount of cash from the ATM.,wrong_amount_of_cash_received
Can you tell me why my credit card was declined while trying to top-up?,top_up_failed
can i get a virtual card online,get_disposable_virtual_card
How long does it take to get my money,transfer_timing
I want to link my new card. Can you help?,card_linking
I can't log in,passcode_forgotten
If i want to change my pin number can I directly from an ATM?,change_pin
I just sent money but the person I sent it to doesn't see it. What happened?,transfer_not_received_by_recipient
"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",card_linking
I wasn't charged the correct exchange rate for an item I purchased.,card_payment_wrong_exchange_rate
I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending?,pending_top_up
Can you make exchanges using the EUR?,fiat_currency_support
I just made a transfer from a UK account. How long does that typically take to show up? I just want to make sure it worked alright.,balance_not_updated_after_bank_transfer
Where did my deposit for my source of funds come from?,verify_source_of_funds
"There is a pending transaction on my account, what does this mean?",pending_card_payment
I can't find my card!  What should I do?,lost_or_stolen_card
Can you walk me through how I can edit some of my personal information?,edit_personal_details
What are the auto top-up policies?,automatic_top_up
I don't have the means to prove my identity.,unable_to_verify_identity
Should i uninstall the app before i try it again?,contactless_not_working
Is there a tracking number for the card you sent me?,card_arrival
I need my refund as soon as possible. What else do I have to do?,Refund_not_showing_up
Do you provide cards to people not in the UK?,country_support
I'm not able to verify my identity.,unable_to_verify_identity
I received my new card.  Where is it in the app?,card_linking
Can I possibly change my currency to another?,exchange_via_app
I couldn't get the money I needed.,wrong_amount_of_cash_received
How do I add the card I just received to show up in the app?,card_linking
why couldn't I use my card at a store?,declined_card_payment
how do i get the card linked,card_linking
How long does it take for deliver to the US?,card_delivery_estimate
I cannot see a refund in my account,Refund_not_showing_up
"I have my card, when whill my PIN be available?",get_physical_card
How do I withdraw money?,atm_support
How do I report a cash withdrawal that wasn't me?,cash_withdrawal_not_recognised
Can someone help me unblock my pin?,pin_blocked
The ATM keeps declining my card! I tried two different ATMs already can you please check if everything is alright with my account??,declined_cash_withdrawal
I can't use my virtual disposable card,virtual_card_not_working
Why is there an extra fee on a transfer?,transfer_fee_charged
"Soon my card will expire, how do I get a new one?",card_about_to_expire
